,banco,fecha,texto,src,rt,fav,palabras,country,type,place,desde,sigue_a,lo_siguen
906,banorte,2020-10-17 21:09:39,"gmcornejo gmcornejo Buenas tardes Gabriel, nos gustaría revisar lo que sucede, te sugerimos nos compartas mayor detalle de tu caso a través de mensaje privado si eres tan amable, quedamos al pendiente. DD",Genesys Social Engagement.,0,0,,,,,2015-09-08 14:57:56,7,66541
907,banorte,2020-10-17 21:09:19,"Banorte_mx Banorte_mx no tiene cado su aplicación falle con mucha frecuencia y siempre constestan que estan actualizando, siempre es lo mismo. https://t.co/s8GI1MUzpG",Twitter for Android,0,0,,,,,2011-01-17 14:11:38,1142,278
908,banorte,2020-10-17 21:08:47,DMpepevilla Banorte_mx BanorteEscucha Estamoa igual,Twitter for iPhone,0,0,,,,,2012-10-18 01:58:09,1702,72
909,banorte,2020-10-17 21:07:33,"DMpepevilla Banorte_mx BanorteEscucha Me pasa lo mismo, estoy en Tampico",Twitter for Android,0,0,,,,,2014-04-09 01:03:23,11,5
910,banorte,2020-10-17 21:04:29,"union_de Hola, buenas tardes. Por favor envíanos un MD con más detalle del inconveniente que presentas, con gusto lo revisamos. Quedamos a tus órdenes, gracias por escribirnos. OV",Genesys Social Engagement.,0,0,,,,,2015-09-08 14:57:56,7,66541
911,banorte,2020-10-17 21:04:04,DMpepevilla Banorte_mx BanorteEscucha A mi tampoco me funciona,Twitter for iPhone,1,0,,,,,2012-12-08 00:00:38,863,536
913,banorte,2020-10-17 21:02:51,Como siempre la pendejada de aplicación móvil de Banorte_mx no sirve!!!,Twitter for iPhone,1,0,,,,,2012-12-08 00:00:38,863,536
914,banorte,2020-10-17 21:02:46,"Banorte_mx algo pasa con su app, no está dando acceso mi portal y requiero hacer una transferencia",Twitter for iPhone,1,0,"transferencia,app",,,,2012-12-08 00:00:38,863,536
915,banorte,2020-10-17 21:02:38,"GlanceRhap Hola Jesús, buenas tardes. Tenemos tu caso detectado a través de MD, te seguimos brindando asistencia a través de ese medio. Gracias por escribirnos. OV",Genesys Social Engagement.,0,0,,,,,2015-09-08 14:57:56,7,66541
916,banorte,2020-10-17 21:02:28,BanorteEscucha banorte Banorte_mx .....varias cuentas en Tamaulipas presentaron este error al tratar de entrar a la aplicación de Banorte Móvil...son problemas técnico?....Las líneas de Banortel Saturadas..... tengo una hora esperando que un ejecutivo atienda https://t.co/aXAguYTZUu,Twitter for iPhone,1,0,"cuenta,ejecutivo",,,,2012-12-08 00:00:38,863,536
917,banorte,2020-10-17 21:02:20,Banorte_mx q pedo con tu página web no se puede ingresar como le pago a mis trabajadores?? Por q no avisan si va a estar en mantenimiento,Twitter for Android,0,0,pago,,,,2011-05-31 18:17:28,248,291
918,banorte,2020-10-17 21:02:03,"BanorteEscucha Banorte_mx app ya tiene más 1 hora sin funcionar , por portal web no entra https://t.co/Q3VDkYBCPH",Twitter for iPhone,1,0,app,,,,2012-12-08 00:00:38,863,536
919,banorte,2020-10-17 21:01:59,"osorio18976 BanorteEscucha Banorte_mx mismo problema, estoy en tabasco",Twitter for iPhone,1,0,,,,,2012-12-08 00:00:38,863,536
920,banorte,2020-10-17 21:01:53,Banorte_mx también reportando que no  puedo acceder a Banorte Móvil. ¿Hay alguna caída de sistema o mantenimiento en curso? ¿Cuál es el tiempo estimado?,Twitter for iPhone,1,0,,,,,2012-12-08 00:00:38,863,536
921,banorte,2020-10-17 21:01:50,"jorgeluiscg25 jorgeluiscg25 Buenas tardes Luis, nos gustaría revisar lo que sucede, te sugerimos nos compartas mayor detalle de tu caso a través de MD si eres tan amable, quedamos al pendiente. DD",Genesys Social Engagement.,0,0,,,,,2015-09-08 14:57:56,7,66541
922,banorte,2020-10-17 21:01:42,Banorte_mx no puedo entrar a mi banca móvil ? Ayuda por favor,Twitter for iPhone,1,0,,,,,2012-12-08 00:00:38,863,536
923,banorte,2020-10-17 21:01:40,Banorte_mx BanorteEscucha se cayó la aplicación... https://t.co/C4WReNP0LK,Twitter for iPhone,1,0,,,,,2012-12-08 00:00:38,863,536
926,banorte,2020-10-17 21:00:12,"Darkros90 ¡Buen día Darkros90! Nos gustaría revisar tu caso y para ello te pedimos de favor nos envíes un MD con el detalle de lo sucedido, quedamos al pendiente. IE",Genesys Social Engagement.,0,0,,,,,2015-09-08 14:57:56,7,66541
927,banorte,2020-10-17 20:59:42,BanorteEscucha Banorte_mx ¿cómo le hago si estoy contagiada y quiero cambiar el seguro de mi auto a crédito con otra aseguradora?,Twitter for iPhone,0,0,"seguro,cambia",,,,2010-04-03 23:33:55,847,334
928,banorte,2020-10-17 20:59:38,"carlirox Buen día Carlos, queremos conocer más detalles, por favor, envíanos un MD, quedamos al pendiente. AC",Genesys Social Engagement.,0,0,,,,,2015-09-08 14:57:56,7,66541
929,banorte,2020-10-17 20:58:45,"The_thing__ The_thing__ Nosotros nos encontramos en la mejor disposición de apoyarte, esperamos tu mensaje para con gusto revisar tu caso. DD",Genesys Social Engagement.,0,0,,,,,2015-09-08 14:57:56,7,66541
931,banorte,2020-10-17 20:55:51,"Banorte_mx Da lo mismo, nuca resuelven nada, al menos asi mis contactos saben que ustedes ofrecen un pésimo servicio.",Twitter for Android,0,0,"servicio,servicio,ofrece",,,,2011-01-17 14:11:38,1142,278
934,banorte,2020-10-17 20:55:21,"unicornioazul21 unicornioazul21 Tenemos tu caso detectado por MD, en breve revisaremos la situación que presentas. DD",Genesys Social Engagement.,0,0,,,,,2015-09-08 14:57:56,7,66541
935,banorte,2020-10-17 20:54:47,DMpepevilla Banorte_mx BanorteEscucha Yo estoy igual..,Twitter for Android,0,0,,,,,2009-12-27 23:34:38,783,381
936,banorte,2020-10-17 20:54:12,"The_thing__ ¡Buen día The_thing__! Nos gustaría revisar tu caso y para ello te pedimos de favor nos envíes un MD con el detalle de lo sucedido, quedamos al pendiente. IE",Genesys Social Engagement.,0,0,,,,,2015-09-08 14:57:56,7,66541
937,banorte,2020-10-17 20:54:00,"OsoZavala Buenas tardes OsoZavala, para revisar a detalle lo que sucedió, te pedimos de favor nos envíes un MD para el seguimiento de este caso, gracias por el contacto. RR",Genesys Social Engagement.,0,0,,,,,2015-09-08 14:57:56,7,66541
940,banorte,2020-10-17 20:52:58,DMpepevilla Banorte_mx BanorteEscucha Me pasa lo mismo,Twitter for iPhone,0,0,,,,,2012-12-08 00:00:38,863,536
941,banorte,2020-10-17 20:52:38,¿Que pasa con la aplicación? No puedo entrar a ver mis cuentas. Banorte_mx BanorteEscucha https://t.co/n0pplFx8id,Twitter for iPhone,1,0,cuenta,,,,2012-12-08 00:00:38,863,536
944,banorte,2020-10-17 20:42:47,La negativa de la Conducef para intervenir en el caso motivó a una cuentabiente a formar un grupo de víctimas iguales a ella en diversas instituciones; sospechan de trabajadores bancarios.  https://t.co/2wr76hbLio,Twitter Web App,1,0,cuenta,,,,2012-11-26 18:31:46,662,116
945,banorte,2020-10-17 20:42:39,"DMpepevilla DMpepevilla Buenas tardes Pepe, nos gustaría revisar lo que sucede, te sugerimos nos compartas mayor detalle de tu caso a través de mensaje privado si eres tan amable, quedamos al pendiente. DD",Genesys Social Engagement.,0,0,,,,,2015-09-08 14:57:56,7,66541
947,banorte,2020-10-17 20:33:28,"Eugenniamc Buenas tardes, Eugenia. En Afore XXI Banorte estamos para servirle. Continuamos revisando su caso por medio del mensaje privado que nos brindó. Quedamos pendientes.",S1Gateway,0,0,,,,,2011-11-30 23:15:03,50,17655
950,banorte,2020-10-17 19:50:08,Banorte_mx licnancye25 Lo que pasa es que quiere un préstamo para regalarme el XboxSeriesX 😬,Twitter for iPhone,0,0,,,,,2010-04-15 00:47:59,754,266
951,banorte,2020-10-17 19:46:08,"Estuve pensando en un proyecto y al fin me he decidido a hacerlo. Subiré una manera de decir ""ir al baño"" al día, gran proyecto, futura tesis. -Hacer un depósito al Bañorte.",Twitter for Android,0,3,,,,,2020-05-01 01:50:34,130,59
952,banorte,2020-10-17 19:43:32,FiscaliaJal presencia de tarjeteros en Banorte San Juan Bosco..,Twitter for Android,0,0,,,,,2017-11-29 03:29:58,21,1
953,banorte,2020-10-17 19:42:37,"PoliciaGDL presencia de tarjeteros en San Juan Bosco, en Banorte de la calle 58,",Twitter for Android,0,0,,,,,2017-11-29 03:29:58,21,1
954,banorte,2020-10-17 19:41:11,Tanta pinche propaganda de banorte de ir a pagar al TiendaSoriana y nunca tienen ponche servicio los culeros mejor que digan los cajeros que no quieren trabajar y ya,Twitter for iPhone,0,1,"cajeros,servicio,servicio",,,,2019-06-23 18:32:01,58,24
955,banorte,2020-10-17 19:19:22,MrDoctorOficial banorte jajjajaja,Twitter Web App,0,0,,,,,2020-10-14 15:19:17,15,0
956,banorte,2020-10-17 19:06:00,melissagcbr Yo con la app de Banorte,Twitter for iPhone,0,0,app,,,,2018-09-26 20:11:09,501,732
957,banorte,2020-10-17 18:55:41,Soy Miguel Ángel Rosas Bernal tengo epilepsia y no me han traído mi tarjeta de apoyo Banorte de discapacitados  Ya tengo documentos con copias no mas me faltan dos el de comprobante de domicilio con copia el certificado de salud por discapacidad de este año,Twitter Web App,0,0,"tarjeta,roba",,,,2020-04-29 23:24:01,1,0
958,banorte,2020-10-17 18:55:31,"licnancye25 licnancye25 Buenas tardes Nancy, nos gustaría revisar lo que sucede, te sugerimos nos compartas mayor detalle de tu caso a través de MD si eres tan amable, quedamos al pendiente. DD",Genesys Social Engagement.,0,1,,,,,2015-09-08 14:57:56,7,66541
961,banorte,2020-10-17 18:53:30,"markheize90 Buen día, queremos revisar más detalles de tu caso, por favor, envíanos un MD, quedamos al pendiente. AC",Genesys Social Engagement.,0,0,,,,,2015-09-08 14:57:56,7,66541
962,banorte,2020-10-17 18:52:10,Banorte_mx necesito ayuda!! Me llegan mensajes de cargos a mi tarjeta  . Fui a sucursal me dijeron que ahí no atienden eso solo vía telefónica y ahí me dicen que mi cuenta no existe y mi app está bloqueada !!  Ayuda !! Saludos .,Twitter for iPhone,0,0,"cuenta,tarjeta,sucursal,cargo,app",,,,2011-04-05 01:27:08,745,27
964,banorte,2020-10-17 18:46:29,"Banorte_mx trata de una nueva modalidad en la que la llamada proviene de un número telefónico qué es propio del banco, lo cual no te hace posible dudar y menos cuando te proporcionan tu fecha de nacimiento y crees que se trata de una validación. ¡Hagan algo, por favor!",Twitter for Android,0,0,"llamada,banco",,,,2012-04-28 17:48:27,461,57
965,banorte,2020-10-17 18:43:13,"Banorte_mx Agradezco las disculpas. Sin embargo, más que disculpas, es importante que publiquen información al respecto de manera oficial. Pues aunque soy consciente de que siempre envían correos indicando que ninguna persona de su personal realiza este tipo de llamadas fraudulentas, se...",Twitter for Android,0,0,"llamada,disculpa",,,,2012-04-28 17:48:27,461,57
966,banorte,2020-10-17 18:34:26,"Seguimos trabajando por tu seguridad y por ello mantenemos vigilancia permanente en sucursales bancarias y cajeros automáticos, para inhibir conductas delictivas  Chiapas sancristobal PolicíaMunicipal GobSanCristobal bbva Banorte_mx ScotiabankMX SantanderMx HSBC_MX https://t.co/06SWLgRTH5",Twitter for iPhone,0,0,"cajeros,sucursal,seguridad",,,,2020-10-04 00:16:06,30,14
967,banorte,2020-10-17 18:30:39,"amigas, si me convierto en ángel solo voy a cuidar a morritas empoderadas, mujeres banorte, bushonas, feministas, cabareteras y fuckgirls, nada de pendejas que extrañan a su ex, bais 👼🏽",Twitter for iPhone,0,7,,,,,2020-07-02 07:00:52,122,138
972,banorte,2020-10-17 17:59:07,"RahMuss00 Buen día, de antemano una disculpa, te pedimos de favor, no compartir datos, por medio de Banorte Móvil solicita la asistencia de un ejecutivo para revisar detalles de tu cuenta. Agradecemos el contacto. AC",Genesys Social Engagement.,0,0,"cuenta,ejecutivo,disculpa",,,,2015-09-08 14:57:56,7,66541
973,banorte,2020-10-17 17:57:06,"Cesareo47702733 Buenas tardes, Cesareo. En Afore XXI Banorte estamos para servirle. Continuamos atendiendo su caso por medio del mensaje privado que nos proporcionó. Quedamos a sus órdenes.",S1Gateway,0,0,,,,,2011-11-30 23:15:03,50,17655
974,banorte,2020-10-17 17:55:47,"JSVT64 julioastillero Eso mo escuché apenas ayer, pero con banorte. Un muy cercano amigo recibió la llamada de la línea de banorte y le notificaron que habían hecho cargos en su tarjeta, cargos que sabe el banco que él no acostumbra hacer, le pidieron crear una cuenta alterna para q se cancelara la⬇️",Twitter Web App,1,0,"cuenta,tarjeta,llamada,cargo,banco",,,,2010-11-05 03:56:04,4535,1379
975,banorte,2020-10-17 17:33:35,AnelRamirez123 Te seguimos asistiendo por dicho medio. Gracias por escribirnos. AC,Genesys Social Engagement.,0,0,,,,,2015-09-08 14:57:56,7,66541
976,banorte,2020-10-17 17:32:20,"Banorte_mx Gracias, ya les envié. 😊",Twitter for Android,0,0,,,,,2017-12-16 02:01:45,138,9
977,banorte,2020-10-17 17:30:12,"AnelRamirez123 Hola, buenas tardes. Si presentas algún inconveniente mándanos mensaje directo para conocer los detalles de tu caso, nos gustaría conocer la situación que presentas para poderte ayudar, quedamos a tus órdenes. NC",Genesys Social Engagement.,0,0,,,,,2015-09-08 14:57:56,7,66541
978,banorte,2020-10-17 17:27:27,Banorte_mx AYUDA!! No puedo hacer cargos a mi tarjeta de débito!!,Twitter for Android,0,0,"tarjeta,cargo",,,,2017-12-16 02:01:45,138,9
980,banorte,2020-10-17 17:20:28,DanZlotnik Banorte_mx BanorteEscucha googlemaps Banxico tiene una app llamada Ubicajeros que me ha resuelto muchos de esos pedos. 👌🏽,Twitter for Android,0,0,"cajeros,llamada,app",,,,2009-05-20 07:31:54,842,414
981,banorte,2020-10-17 17:09:25,"Scherezada12 Buenos días, Scherezada. En Afore XXI Banorte con gusto le asesoramos. Por favor envíenos un mensaje privado para conocer a detalle su caso y brindarle asesoría sobre el tema. Estamos al tanto.",S1Gateway,0,0,asesor,,,,2011-11-30 23:15:03,50,17655
982,banorte,2020-10-17 17:07:48,"VillRam Buenos días, Juan. En Afore XXI Banorte estamos para servirle. Continuamos dándole seguimiento a su caso a través del mensaje privado que nos proporcionó. Quedamos a sus órdenes.",TweetDeck,0,0,,,,,2011-11-30 23:15:03,50,17655
983,banorte,2020-10-17 16:59:10,"DanZlotnik Estamos en la mejor disposición de ayudarte, si requeres de asesoria puedes envíarnos mayor detalle a través de MD y con gusto podemos ayudarte. Agradecemos tu contacto. NC",Genesys Social Engagement.,0,0,asesor,,,,2015-09-08 14:57:56,7,66541
984,banorte,2020-10-17 16:57:43,Banorte_mx Voy el lunes.  A cerrar mi cuenta. Porque cada día están peor. Gracias.,Twitter for Android,0,0,cuenta,,,,2009-03-05 00:10:09,1279,7741
985,banorte,2020-10-17 16:56:04,"DanZlotnik ¡Hola Dan! Temporalmente nuestras sucursales no tienen servicio los días sábados, ¿cuál es el motivo de tu visita? AC",Genesys Social Engagement.,0,0,"sucursal,servicio,servicio",,,,2015-09-08 14:57:56,7,66541
986,banorte,2020-10-17 16:55:38,Banorte_mx BanorteEscucha Este número es de ustedes? Me están insistiendo todo el día 6644588821 me mandaron mensaje de texto diciendo que son de Banorte,Twitter for Android,0,0,,,,,2020-04-14 07:11:45,295,124
987,banorte,2020-10-17 16:55:01,Banorte_mx Ninguna sucursal abierta en sábado ?,Twitter for Android,0,0,sucursal,,,,2009-03-05 00:10:09,1279,7741
988,banorte,2020-10-17 16:53:59,DanZlotnik Te mencionamos que por el momento nuestras sucursales no están operando los días sábado hasta nuevo aviso. En la siguiente liga puedes consultar las sucursales que se encuentran abiertas y los horarios de las mismas: https://t.co/wu3XSukICg. Gracias por el contacto. NC,Genesys Social Engagement.,0,0,sucursal,,,,2015-09-08 14:57:56,7,66541
989,banorte,2020-10-17 16:52:17,Banorte_mx Pero tengo que ir entrando uno por uno para ver el horario verdad? No se puede ver solo los abiertos hoy ?,Twitter for Android,0,0,,,,,2009-03-05 00:10:09,1279,7741
990,banorte,2020-10-17 16:47:40,Te odio puto Banorte_mx  BanorteEscucha  de mierdaaaaaaaaaaaaaaaaaaaaaaaaaa,Twitter Web App,0,7,,,,,2009-06-19 04:12:18,3008,1962
991,banorte,2020-10-17 16:44:13,"Olvidenlo, ninguna sucursal banorte abre hoy en Cancún, por si andaban con el pendiente... VivoEnCancun 😂🥺",Twitter for Android,1,0,sucursal,,,,2009-01-27 03:23:59,25520,131626
993,banorte,2020-10-17 16:43:53,"DanZlotnik Buen día, de antemano te ofrecemos una disculpa, puedes revisar los horarios y sucursales en el siguiente enlace: https://t.co/ABGcLAOs98 AC",Genesys Social Engagement.,0,0,"sucursal,disculpa,ofrece",,,,2015-09-08 14:57:56,7,66541
994,banorte,2020-10-17 16:41:42,oye Banorte_mx BanorteEscucha podrias checar la cantidad de sucursales falsas que hay en googlemaps  y corregirlas/poner los horarios de servicio y corregir direcciones ? seria muy padre para que sea facil llegar a una sucursal.,Twitter Web App,0,1,"sucursal,servicio,servicio",,,,2009-03-05 00:10:09,1279,7741
996,banorte,2020-10-17 16:14:42,"gamezmyrna2 Hola Myrna, buen día. Lamentamos la experiencia, por favor, compártenos mayor detalle de la ubicación de los cajeros que nos reportas. YM",Genesys Social Engagement.,0,0,cajeros,,,,2015-09-08 14:57:56,7,66541
997,banorte,2020-10-17 16:12:14,"Banorte_mx Qué pasa con los Cajeros del Quiroga, no sirven!! Hace rato que están así, pura pérdida de tiempo, hello?!!! Tache 😒🤷🏻‍♀️",Twitter for iPhone,0,0,,,,,2019-08-23 00:44:12,134,29
998,banorte,2020-10-17 16:09:55,Saben si algun banorte abre hoy? 🙏🙏🥺 VivoEnCancun,Twitter for iPhone,0,0,,,,,2009-06-30 23:42:48,678,341
999,banorte,2020-10-17 16:05:11,Si está  buscando aperturar un cuentan bancaria no acudas a BANORTE al menos que te guste  Que te digan que tienes que contratar un seguro con la cuenta que luego la aseguradora no paga. Que te clonen la tarjeta y te hagan fraude y el banco se lave  manos Que te hagan esperar https://t.co/HX8jK6c14d,Twitter Web App,25,0,"cuenta,tarjeta,seguro,banco,fraude",,,,2017-09-30 14:55:20,10346,10322
1000,banorte,2020-10-17 16:00:53,Compra en la app de Mercado Libre todo lo que necesitas y al pagar con tus Tarjetas de Crédito y Débito BANORTE recibe 10% de descuento. Más detalles en: https://t.co/GjRbsGXJH5 Aplican restricciones. TuBancoTuTiempo https://t.co/58PZKPNLnv,Socialbakers,0,9,"descuento,app",,,,2015-09-08 14:57:56,7,66541
1001,banorte,2020-10-17 15:58:05,"¡Mi queja fue escuchada, gracias Banorte_mx! Después de analizar a fondo mis argumentos por cargos no reconocidos en mi cuenta, hoy me hicieron la devolución correspondiente. Era justo y necesario. lizbethpz BanorteEscucha Wongui",Twitter for Android,2,0,"cuenta,cargo,queja",,,,2010-01-15 19:25:49,982,1030
1002,banorte,2020-10-17 15:57:49,CiroGomezL Señor Ciro me urge me contacte por favor también fui defraudada por el banco Banorte y ahora hasta recibo amenazas de Banorte para pagar la tarjeta por favor dígame cómo puedo unirme a ese grupo que comento en su noticiero el día de ayer,Twitter for iPhone,0,0,"tarjeta,banco",,,,2020-04-07 02:31:47,40,0
1003,banorte,2020-10-17 15:49:51,mx_libertario Te seguiremos asistendo a través de ese medio. Agradecemos el contacto. NC,Genesys Social Engagement.,0,0,,,,,2015-09-08 14:57:56,7,66541
1004,banorte,2020-10-17 15:46:44,Banorte_mx BanorteEscucha HSBC Gracias por su atención ya les mande DM,Twitter for iPhone,0,0,,,,,2020-01-20 06:32:18,170,25
1005,banorte,2020-10-17 15:45:48,"Cristia69391477 Hola, buen día. Si hay algo en lo que te podamos ayudar nos puedes contactar por este medio y con gusto lo revisamos, quedamos a tus órdenes, gracias por el contacto. NC",Genesys Social Engagement.,0,0,,,,,2015-09-08 14:57:56,7,66541
1006,banorte,2020-10-17 15:41:50,"Banorte_mx Saben por q es gratis? Porq lo pagan con lo q los roban a otros!!!! BANCO DE CUARTA!!!  Aguas, ni los seguros, ni la nómina, ni tarjetas de débito o crédito, menos terminales para PYMES.  NADA RECOMENDABLE",Twitter Web App,0,0,"tarjeta,seguro,roba",,,,2020-09-12 19:55:10,0,0
1007,banorte,2020-10-17 15:34:45,¡Aún puedes comprar en Amazon Prime Day! Recibe descuentos exclusivos al comprar con tus Tarjetas de Crédito y Débito BANORTE. Más información: https://t.co/7iY92Tb5LR Aplican restricciones. TuBancoTuTiempo https://t.co/yBHOS5Oe2Y,Twitter for Android,2,0,descuento,,,,2010-01-05 23:58:48,114,106
1008,banorte,2020-10-17 15:27:29,"pollosuarez80 Hola, buen día. Lamentamos la experiencia, por favor compártenos mayor detalle del cajero al que acudiste a través de MD y con gusto podemos revisarlo. Quedamos a tus órdenes. NC",Genesys Social Engagement.,0,0,,,,,2015-09-08 14:57:56,7,66541
1009,banorte,2020-10-17 15:25:52,"Banorte_mx fui a un cajero BanorteEscucha metí vmi tarjeta de otro banco y al querer retirar el cajero marcó que no estaba disponible el servicio, pero de todos modos me descontaron mi dinero. Les ha pasado?",Twitter for Android,0,0,"tarjeta,servicio,banco,servicio,dinero",MX,city,"General Escobedo, Nuevo León",2010-05-01 21:22:05,1955,1048
1010,banorte,2020-10-17 15:08:20,"mx_libertario BanorteEscucha HSBC Envíanos un MD con la finalidad gestionar dicho reporte. Nos interesa respetar tu privacidad y evitar la molestia que generan las llamadas inoportunas. Quedamos tus órdenes, saludos. 2/2 VL",Twitter Web App,0,0,"llamada,interes",,,,2015-09-08 14:57:56,7,66541
1011,banorte,2020-10-17 15:07:29,"mx_libertario BanorteEscucha HSBC Hola, buenos días mx_libertario. Te informamos que a través de la siguiente liga podrás obtener mayor información sobre el reporte en el Registro Público de Usuarios (REUS ) https://t.co/VPl5Nvs8en. 1/2 VL",Twitter Web App,0,0,bueno,,,,2015-09-08 14:57:56,7,66541
1012,banorte,2020-10-17 15:06:58,"mx_libertario BanorteEscucha HSBC Hola, buen día. Lamentamos la experiencia, si hay algo en lo que te podamos asistir, por favor, compártenos mayor detalle por MD, con gusto lo revisamos. Quedamos al pendiente de tu mensaje, agradecemos el contaco, buen día. YM",Twitter Web App,0,0,,,,,2015-09-08 14:57:56,7,66541
1013,banorte,2020-10-17 14:47:20,"MarcoSa90782353 Hola, buen día. Te indicamos que Farmacias Guadalajara es parte de nuestros corresponsales, en el siguiente enlace podrás revisar mayor detalle de las mismas https://t.co/feuxRdk5zK Quedamos a tus órdenes. NC",Genesys Social Engagement.,0,0,,,,,2015-09-08 14:57:56,7,66541
1014,banorte,2020-10-17 14:45:44,CiroGomezL ImagenTVMex A mí me hicieron fraude sin llamada te puedo contar y demostrar como Banorte_mx no me ayudó en nada y solo se limitaron a cobrarme a pesar de haberlo reportado al instante,Twitter for Android,0,0,"llamada,fraude",,,,2020-06-01 03:57:31,43,2
1015,banorte,2020-10-17 14:44:17,Banorte_mx se puede pagar la tarjeta en farmacias Guadalajara?,Twitter for Android,0,0,tarjeta,,,,2019-08-07 01:08:31,138,11
1016,banorte,2020-10-17 14:41:02,llanosraul Banorte_mx BanorteEscucha Wongui Que buena noticia! Saludos!,Twitter for Android,0,0,,,,,2010-03-27 03:26:18,939,1278
1017,banorte,2020-10-17 14:29:23,"LeobasRivero Lamentamos la experiencia, estamos interesados en asistirté, por favor compártenos mayor detalle de tu caso por MD, con gusto lo revisamos. Quedamos al pendiente de tu mensaje, agradecemos el contacto. YM",Genesys Social Engagement.,0,0,interes,,,,2015-09-08 14:57:56,7,66541
1018,banorte,2020-10-17 14:26:18,"Banorte_mx Hice todo el protocolo mandé documentos espere mucho tiempo el fallo de sus ""investigaciones"" y al final fallaron en contra mía ahhh y aparte voy a pagar la multa por la investigación son un fiasco de corporativo bancario BancoAzteca me lo soluciono al instante el problema",Twitter for Android,0,0,,,,,2020-06-01 03:57:31,43,2
1019,banorte,2020-10-17 14:24:55,"LeobasRivero Nos encontramos con la mejor disposición de apoyarte y revisar tu caso con mayor detalle, nos sería de gran ayuda consultarlo a través de MD. Quedamos a tus órdenes, agradecemos el contacto. VL",Genesys Social Engagement.,0,0,,,,,2015-09-08 14:57:56,7,66541
1020,banorte,2020-10-17 14:20:14,Banorte_mx No pueden ayudarme en nada tu fallo es irrevocable en contra mia pero ojalá y CiroGomezL me den la oportunidad de demostrar lo ineficaz que son el personal de ustedes tuve un fraude sin llamada y ustedes solo se limitan a cobrarme,Twitter for Android,0,0,"llamada,fraude",,,,2020-06-01 03:57:31,43,2
1021,banorte,2020-10-17 14:13:29,"Oye Banorte_mx BanorteEscucha  hoy sábado desde las 8am recibo dos llamadas ofreciendo productos de protección Covid , de plano ahora parecen lo peor de Hsbc con su infame call center ? Tan poco sensible su are de Mktg o de Captación solo haces que los odiemos como marcas !!!",Twitter for iPhone,0,0,llamada,,,,2020-01-20 06:32:18,170,25
1022,banorte,2020-10-17 14:00:29,"HuaweiMobileMx Y ahí que si todo mundo se queja que no jala la aplicación de banorte, quiero una respuesta que me sirva un link pa que",Twitter for Android,0,0,"respuesta,queja",,,,2011-09-16 16:00:30,138,394
1023,banorte,2020-10-17 13:40:35,Banorte tambien  https://t.co/8xaU6zxTvI,Twitter for Android,0,0,,,,,2010-06-08 16:02:13,169,50
1024,banorte,2020-10-17 12:48:57,Sin importar si no eres cuentahabiente Banorte realiza retiros y consulta de saldo sin costo en los cajeros automáticos Banorte https://t.co/ZwSDLBQvHL,Twitter for iPhone,3069,0,"cuenta,retiro,cajeros",,,,2018-12-25 09:00:07,19,0
1025,banorte,2020-10-17 12:23:48,"Lucioburelopez Hola Lucio, buenos días. Nos interesa conocer detalle de tu caso y apoyarte con las dudas que puedan surgir, por favor, envíanos un MD para brindarte una asistencia personalizada. Quedamos al pendiente. Saludos. VL",Genesys Social Engagement.,0,0,"interes,bueno",,,,2015-09-08 14:57:56,7,66541
1026,banorte,2020-10-17 12:18:46,"Banorte_mx HuaweiMobileMx baje la aplicación de appgallery y me sigue pidiendo los servicios de google para entrar tienen alguna solución, ya en la pagina de banorte aparece que puedo usarla.",Twitter for Android,0,0,"servicio,app,servicio",,,,2011-09-16 16:00:30,138,394
1030,banorte,2020-10-17 08:50:14,"🤦🏻‍♂️ Lo que se vive con Banorte_mx, el Banco PÉSIMO de Mexico!! 🤬 Me mandan un msj por un cargo de un peso, no lo reconozco y al momento me bloquean la TC! Piden marque una numero y no contestan! 15 min y no contestar, están JODIDOS! Ahora empieza mi calvario, recuperar mi TC!🤬 https://t.co/28y8A43Ojd",Twitter for Android,3,0,cargo,,,,2011-10-08 03:31:40,3415,2730
1032,banorte,2020-10-17 07:52:01,aflores240972 Banorte_mx CondusefMX ABN58 michelleriveraa r_rbc VictorMendozaL Chaposoto feroropeza20 Samvalor elalbertomedina Jorge_MoralesB EsDeMamador ojo aquí,Twitter for iPhone,0,0,,,,,2018-08-20 19:12:27,332,103
1033,banorte,2020-10-17 06:06:51,"El servicio de atención a clientes de Banorte_mx el peor de todos, asesores ineficientes que en lugar de solucionar las cosas las hacen aún peor. He visto gente manejar el banco de Monopoly con más seriedad.",Twitter for Android,4,0,"servicio,cliente,asesor,banco,servicio",,,,2017-01-07 23:56:47,189,34
1034,banorte,2020-10-17 05:56:49,"LeobasRivero LeobasRivero Hola, buen día. Si hay algo en lo que te podamos asistir nos puedes contactar por MD y con gusto lo revisamos, quedamos a tus órdenes, gracias por el contacto. AQ",Genesys Social Engagement.,0,0,,,,,2015-09-08 14:57:56,7,66541
1035,banorte,2020-10-17 05:55:20,"nintendogus nintendogus Hola, buen día. Si hay algo en lo que te podamos asistir nos puedes contactar por MD y con gusto lo revisamos, quedamos a tus órdenes, gracias por el contacto. AQ",Genesys Social Engagement.,0,0,,,,,2015-09-08 14:57:56,7,66541
