,banco,fecha,texto,src,rt,fav,country,type,place,desde,sigue_a,lo_siguen
680,citibanamex,16/10/2020 17:52,"Citibanamex yo quiero creer que ustedes son diferentes a otras instituciones que no ayudan. A mí prima le dieron una tarjeta defectuosa, no puede disponer de su dinero ni en ventanilla porque su pasaporte está vencido. Pueden ayudarla?",Twitter for Android,0,0,,,,30/01/2017 03:27,917,631
681,citibanamex,16/10/2020 17:50,Citibanamex me pueden explicar por favor que hacer? Mi prima que es estadounidense tiene cuenta aquí. Le cambian su tarjeta y está mal. Va a la sucursal y no se la cambian porque su pasaporte está vencido y en la embajada hasta que pase la pandemia. Que hacemos?,Twitter for Android,0,0,,,,30/01/2017 03:27,917,631
683,citibanamex,16/10/2020 17:50,Citibanamex que pena que cuando tiene un problema con Citibananex  te ignoren y tw traigan como pelota sin solucionar a donde se puede acudir con seriedad en este banco han traigo a mi esposo de arruba para abajo por algo que ni siquiera solicito y no solucionan nada...,Twitter for iPhone,0,0,,,,03/03/2018 00:29,24,11
685,citibanamex,16/10/2020 17:49,Gana el peso mexicano el dólar de EU se compra al menudeo en 20.57 y se vende en 21.59. El euro se cotiza en 24.85 y el centenario en 50 mil pesos en Citibanamex,Twitter for Android,1,0,,,,12/09/2019 12:45,703,298
686,citibanamex,16/10/2020 17:48,"Citibanamex pésimo servicio, el peor banco de todos, de nada sirve ser cliente priority, los ejecutivos no contestan llamadas, no pueden hacer las operaciones qué necesitas, una total basura de banco, igualmente en ventanilla poco resolutivos!",Twitter for iPhone,0,0,,,,20/03/2010 22:16,148,116
687,citibanamex,16/10/2020 17:47,"ContactoCitibmx Registro aclaracion CN2020101311698 Tarjeta Citibanamex 150,  por favor envianos: Carta reclamo, identificacion oficial y copia del frente de su tarjeta  antes del 28  oct  2020 al correo electronico aclaracionescitibanamex.com. Mas informacion en https://t.co/2Pl4kPBuCP o al",Twitter Web App,0,0,,,,18/11/2009 03:10,160,37
688,citibanamex,16/10/2020 17:46,"Citibanamex Ojalá en Vhsa mejoren la atención a clientes, porque para poder pasar con un ejecutivo te hacen ir al banco 2 veces, para ir a sacar una ficha y luego regresar a la cita, para que tienen su sitio de internet?  CondusefMX CedhTabasco SSalud_Tab",Twitter Web App,0,0,,,,27/12/2018 05:26,1056,979
689,citibanamex,16/10/2020 17:46,yess_si_si Citibanamex ¿Conseguiste el reembolso? También estoy en la misma situación por un monto mayor,Twitter Web App,0,0,,,,28/02/2012 16:42,224,366
690,citibanamex,16/10/2020 17:45,Citibanamex Trato de comunicarme con un asesor y no me atienden ni por audiomatico ni por su servicio a clientes en esta plataforma!! Llevo meses asi!! A punto de cancelar mi cuenta.,Twitter for Android,0,0,,,,10/03/2020 05:48,296,27
691,citibanamex,16/10/2020 17:44,"MarthaFigueroax Citibanamex La única solución CAMBIAR DE BANCO es el banco más INCONGRUENTE que conozco PATÉTICO servicio, FRAUDULENTOS en lo q ofrecen en los seguros Hogar 🏡 y de Auto 🚘 el personal NO todos son tan TETOS algunos atienden bien 👍🏼 pero su pinche Sistema de Telefonía es NEFASTO! Suerte 🍀",Twitter for iPhone,1,0,,,,11/10/2019 21:43,16,5
693,citibanamex,16/10/2020 17:44,"Lo triste es que ya BBVA en México ya no aporta descuento extra en las promociones de Amazon México como hotsale, primeday. Pero muchos otros bancos como HSBC, Banortr, Citibanamex si llegan a ofrecer un descuento por pagar con sus tarjetas. A ver que pasa para Buenfin.",Twitter for Android,0,0,,,,07/09/2020 05:23,88,7
694,citibanamex,16/10/2020 17:41,"Tengo miedo que los conciertos que pospusieron para el 21 los terminen cancelando porque estoy segura de que el auditorio citibanamex no me van a regresar nada, sigo esperando mi reembolso de Niall:((",Twitter for Android,0,1,,,,17/10/2013 20:12,320,461
696,citibanamex,16/10/2020 17:40,"steelman52 México, o bien acude a la Sucursal Citibanamex de tu preferencia, un ejecutivo te indicará los datos o documentos que requiere actualizar.  ¿Con la información proporcionada tu consulta fue resuelta? Por favor háznoslo saber. Continuamos a tu servicio. -MR (2)",Sprinklr,0,0,,,,28/07/2009 21:15,74596,161711
698,citibanamex,16/10/2020 17:38,"ML_Ayuda ContactoCitibmx ML_Mexico Citibanamex Y la que yo estoy reclamando es la que realicé con transferencia bancaria, por favor explíquele a su personal para ver si así entienden. Porque yo ya le envié toda información y documentos y no me entienden. 😡",Twitter for Android,0,0,,,,21/11/2015 04:37,63,2
700,citibanamex,16/10/2020 17:36,"Al cierre de 2020 se acumularán 890,000 empleos formales perdidos y en 2021 sólo se recuperarán 390,000: Citibanamex - Infobae https://t.co/CMWrTzMINl",Twitter for Android,9,0,,,,14/04/2020 14:13,13,9
701,citibanamex,16/10/2020 17:36,ML_Ayuda ContactoCitibmx ML_Mexico Citibanamex Tiene ni la mas minima preparación para solventar los problemas que se generan. Les envía uno todos los documentos e informacion necesaria para facilitarles el trabajo y ni así dan una. La persona q me está atendiendo ni siquiera se ha percatado de que pagué con 2 formas de pago,Twitter for Android,0,0,,,,21/11/2015 04:37,63,2
702,citibanamex,16/10/2020 17:36,"Soyfurrr Citibanamex tiene varios descuentos; ahora, si cuentas con buen capital la tarjeta oro de American Express es una chulada, también la la platinum es muy buena.",Twitter for iPhone,0,0,,,,16/07/2018 06:41,377,154
703,citibanamex,16/10/2020 17:35,"RaulAlejandro__ Hola,  ¿Te gustaría dejarnos algún comentario o sugerencia para Citibanamex? Por favor indícanos los siguientes datos a nuestra dirección de correo electrónico contactocitibanamexciti.com",Sprinklr,0,0,,,,28/07/2009 21:15,74596,161711
704,citibanamex,16/10/2020 17:31,"🚘📽️ ¡Una semana más del AutocinemaCitibanamex!   Nos extendemos hasta el 25 de octubre, no te pierdas la última oportunidad de visitarnos 🤩  🎟Compra de boletos en línea https://t.co/IPXx9JY91y 🍿 https://t.co/9cnA3UcYya",Twitter for iPhone,1,0,,,,03/03/2009 04:30,1291,2200
705,citibanamex,16/10/2020 17:30,"ML_Ayuda ContactoCitibmx ML_Mexico Sres. Solo se comunicaron conmigo el personal encargado solo para decirme que el dinero que estoy requiriendo ya se me devolvió. Díganme cuando ustedes me lo devolvieron? A mi cuenta jamas regresó ese dinero ni a la cuenta de Citibanamex ni la de mercado pago, su personal no",Twitter for Android,0,0,,,,21/11/2015 04:37,63,2
706,citibanamex,16/10/2020 17:29,AsocBancosMx NO COMPREN SEGUROS Citibanamex ContactoCitibmx AsocBancosMx  SUS PÓLIZAS SON ENGAÑOSAS DE UN AÑO A OTRO TE LA SUBEN A MAS DEL TRIPLE Y Citibanamex ContactoCitibmx AsocBancosMx TE CARGAN EL IMPORTE SIN NINGUNA AUTORIZACIÓN LO CANCELAS Y NO TE DEVUELVEN TU DINERO ES UN ROBO,Twitter Web App,0,0,,,,15/08/2019 16:05,8,2
707,citibanamex,16/10/2020 17:28,Soyfurrr Y las tarjetas de citibanamex me gustan mucho porque siempre tienen promos y más MSI que las demás pero su app está bien culera (porque no permite hacer muchas cosas) aunque es sencilla y práctica.,Twitter for Android,0,0,,,,14/05/2009 23:38,85,412
708,citibanamex,16/10/2020 17:28,"steelman52 Buen día, el mensaje pertenece a Citibanamex, conoce más detalles en. https://t.co/MI1xrAIv6T ¿Con la información proporcionada fue resuelto tu requerimiento? Saludos.-YM",Sprinklr,0,0,,,,28/07/2009 21:15,74596,161711
709,citibanamex,16/10/2020 17:27,Tienes la peor banca en línea Citibanamex mientras todas las demás apps se actualizan al instante tu tardas días en mostrar los movimientos.   Eres el internet explorer de las bancas en línea.,Twitter for iPhone,0,1,,,,28/06/2020 00:51,258,267
710,citibanamex,16/10/2020 17:27,"Soyfurrr A mí me ha ido súper bien con Citibanamex. He tenido experiencias con cargos no reconocidos, pero en chinga me han resuelto. En la que tengo (CitiPremier) me difieren compras a meses cuando la tienda no tiene, no sé si en las demás tarjetas sea igual. Yo sí lo recomiendo.🥰☺️",Twitter for Android,0,0,,,,18/04/2010 01:29,465,627
711,citibanamex,16/10/2020 17:26,"Prado200820 Para nosotros es un gusto poder ayudarte, gracias por contactarnos. En Citibanamex lo más importante eres tú.-JC",Sprinklr,0,1,,,,28/07/2009 21:15,74596,161711
712,citibanamex,16/10/2020 17:26,AlexGalindoG Citibanamex Malditos,Twitter for Android,0,0,,,,03/02/2010 00:53,228,72
713,citibanamex,16/10/2020 17:26,danielreynier ContactoCitibmx NO COMPREN SEGUROS Citibanamex ContactoCitibmx SUS PÓLIZAS SON ENGAÑOSAS Y TE LA SUBEN DE UN AÑO A OTRO A MAS DEL TRIPLE Y Citibanamex ContactoCitibmx TE CARGAN EL IMPORTE SIN NINGUNA AUTORIZACIÓN Y LO CANCELAS Y NO TE DEVUELVEN TU DINERO ES UN ROBO,Twitter Web App,0,0,,,,15/08/2019 16:05,8,2
714,citibanamex,16/10/2020 17:25,Citibanamex son una mierda! No es posible que le hagan esto a sus clientes. Ya estoy harta.,Twitter for Android,0,0,MX,city,"Guasave, Sinaloa",27/03/2010 03:26,939,1277
715,citibanamex,16/10/2020 17:23,"BBVA: bien, eficiente pero hay mucho fraude. Ojo!  Scotia: pocos bancos, buena-regular.  Banorte: el banco de la raza. Cajeros por doquier... sin dinero  Citibanamex: 👌🏻 maravilloso, con seguridad y la más chida en comercios.  HSBC: buena, personal meh! Seguridad 👍🏻",Twitter for iPhone,0,0,,,,12/03/2013 06:37,774,220
716,citibanamex,16/10/2020 17:23,Citibanamex NO COMPREN SEGUROS Citibanamex ContactoCitibmx SUS PÓLIZAS SON ENGAÑOSAS Y DE UN AÑO A OTRO TE CARGAN LA PÓLIZA A MAS DEL TRIPLE Y Citibanamex ContactoCitibmx TE CARGAN EL IMPORTE SIN NINGUNA AUTORIZACIÓN LO CANCELAS Y NO TE DEVUELVEN TU DINERO ES UN ROBO,Twitter Web App,0,0,,,,15/08/2019 16:05,8,2
717,citibanamex,16/10/2020 17:21,"Citibanamex  mal servicio al cliente por todos los medios y personal en sucursal pésimo , solía ser un muy buen banco",Twitter for Android,0,0,,,,24/07/2011 21:57,757,637
718,citibanamex,16/10/2020 17:20,Citibanamex NO COMPREN SEGUROS Citibanamex ContactoCitibmx SUS PÓLIZAS SON ENGAÑOSAS DE UN AÑO A OTRO TE LA SUBEN A MAS DEL TRIPLE Y Citibanamex ContactoCitibmx TE CARGAN A TU TARJETA EL IMPORTE SIN NINGUNA AUTORIZACIÓN LO CANCELAS Y NO TE DEVUELVEN TU DINERO ES UN ROBO,Twitter Web App,0,0,,,,15/08/2019 16:05,8,2
719,citibanamex,16/10/2020 17:20,"Citibanamex cuenta con  1,465 sucursales, 9,466 cajeros automáticos, más de 29,344 corresponsalías ubicadas en todo el país y su app Citibanamex Móvil, con la que el banco va a donde quiera que tú vayas. https://t.co/mV6kQwGiiz https://t.co/jFZcIXOcdG",TweetDeck,0,0,,,,04/09/2009 18:17,1509,191712
720,citibanamex,16/10/2020 17:18,"Aprende con Citibanamex cómo la adopción de herramientas digitales puede mejorar la educación financiera del país, en el webinar gratuito del IdeathonCitibanamex donde podrás desarrollar ideas para que los mexicanos puedan mejorar su bienestar económico. https://t.co/k74xhQAa91 https://t.co/uXaBDEKuPV",Twitter Web App,1,0,,,,26/09/2016 00:32,394,223
721,citibanamex,16/10/2020 17:18,¡Todavía tienes tiempo para adquirir tus accesos para cantar juntos en OCESAIrrepetible! Recuerda que con tu tarjeta Citibanamex obtendrás 30% de descuento permanente hasta el día del evento   🎟👉https://t.co/aywmChD2mN https://t.co/OQKUPo68nb,Twitter Web App,0,3,,,,17/06/2010 15:51,33,230403
723,citibanamex,16/10/2020 17:13,Soyfurrr La tarjeta de citibanamex del cotsco,Twitter for Android,0,0,,,,20/01/2012 00:52,341,185
724,citibanamex,16/10/2020 17:08,"No sabía que SCT_mx seguía otorgando concesiones a rateros y bandidos como PilloFon_MX, ya con los que hay en el mercado es suficiente. LuisitoComunica, pon orden en tu compañía. Gracias Citibanamex por atender mi reclamación, espero resolución.",Twitter for iPhone,0,0,,,,09/08/2009 19:56,335,153
726,citibanamex,16/10/2020 17:05,"PilloFon_MX haciendo gala a su nombre ""Pillo”. No tenía idea que existía esa compañía de LuisitoComunica, jamás he tenido contacto con estos bandidos y anoche, mientras dormía me hicieron un cargo a mi tarjeta Citibanamex que obvio desconozco. https://t.co/WPtmEPgfbv",Twitter for iPhone,0,0,,,,09/08/2009 19:56,335,153
727,citibanamex,16/10/2020 17:03,karitomonk Citibanamex ContactoCitibmx Por que es la afore de menor rendimiento. Cámbiate a profuturo.,Twitter for iPhone,0,0,,,,06/08/2020 13:51,341,101
728,citibanamex,16/10/2020 17:03,fstcn Citibanamex Envíanos DM.,Twitter Web App,0,0,,,,12/04/2011 18:40,5,33470
731,citibanamex,16/10/2020 16:58,Ticketmaster_Me CMLL_OFICIAL caristicomx cmll_mistico Para el evento del Gran Premio de Mexico de la Fórmula 1 se puede pagar con Tarjeta de crédito de BBVA? Ya que revisé y la preventa solo la tienen abierta para Citibanamex.,Twitter for iPhone,0,0,,,,13/10/2012 03:11,120,163
732,citibanamex,16/10/2020 16:57,"Soyfurrr Si, Citibanamex tiene muchos beneficios con las TC la verdad, si les sacas provecho.",Twitter for iPhone,0,0,,,,17/11/2010 23:36,285,361
733,citibanamex,16/10/2020 16:54,Soyfurrr citibanamex,Twitter Web App,0,0,,,,07/04/2020 16:00,117,27
734,citibanamex,16/10/2020 16:49,3er Sector - Citibanamex convoca al Ideathon Fincluye 2020 https://t.co/OcdAX5cOWl TusIdeasValenMucho IdeathonCitibanamex  Innovación ReactivarEconomía COVIDー19 Citibanamex https://t.co/T8ID5BRsF4,Twitter Web App,0,0,,,,27/02/2010 22:30,2693,3339
735,citibanamex,16/10/2020 16:49,Soyfurrr Pues si la vas a usar mucho Citibanamex es buena ya que tiene muchos descuentos en pagos en línea y la atención es buena. Si quieres comodidad y no la vas a usar mucho pues con BBVA,Twitter for Android,0,1,,,,24/05/2019 18:57,122,4
736,citibanamex,16/10/2020 16:46,Citibanamex ContactoCitibmx Me pueden decir cuál es la sucursal 9301??? Ya que abrieron una cuenta ahí a mi nombre y no es mía. Puedo hablar con un ejecutivo y no con la máquina? No me puedo comunicar bloquearon mi numero de cliente. Gracias,Twitter for iPhone,0,0,,,,29/10/2010 18:40,1607,322
737,citibanamex,16/10/2020 16:44,3er Sector - Citibanamex convoca al Ideathon Fincluye 2020 https://t.co/z8JBcHrsMY,Twitter Web App,0,0,,,,26/03/2009 22:22,1528,1089
738,citibanamex,16/10/2020 16:37,"J_0rozco Hola, José recuerda que debes tener en cuenta que tu banco realiza un cobro de comisión. Conoce más visitando el portal de tu banco. Citibanamex: https://t.co/cOxldi4V5S Inbursa: https://t.co/ovtrpilOnr",Twitter Web App,0,0,,,,07/05/2018 23:16,52,1251
739,citibanamex,16/10/2020 16:35,Soyfurrr Entre citibanamex porque si tienen sus promociones y bbva no la hacen de pedo por nada en chinga te reponen tarjetas y todo y en todas las demas es un pedo mundial cancelar o reponer.,Twitter for iPhone,0,0,,,,18/01/2017 15:49,490,81
740,citibanamex,16/10/2020 16:34,Buen día Citibanamex y ContactoCitibmx me pudieran por favor informar a qué número puedo llamar a Arrendadora Banamex.  Gracias de antemano.,Twitter for iPhone,1,0,,,,11/08/2011 04:53,1007,368
741,citibanamex,16/10/2020 16:32,"ContactoCitibmx  Citibanamex  EL PEOR SERVICIO QUE EXISTE, NO TE PUEDEN AYUDAR EN LO MAS MINIMO, NI POR TELEFONO NI POR REDES SOCIALES, TE MANDAN A LA SUCURSAL, A LA CUAL SI IRÉ PERO PARA CANCELAR MI TARJETA.",Twitter Web App,0,0,,,,06/05/2009 04:03,694,293
742,citibanamex,16/10/2020 16:30,Soyfurrr Citibanamex,Twitter for iPhone,0,0,,,,26/07/2012 02:45,525,169
743,citibanamex,16/10/2020 16:24,Nunca he entiendo porque en Citibanamex solo hay una persona de servicio al cliente y siempre hay colas eternas para que te atiendan,Twitter for iPhone,0,0,,,,24/04/2009 17:12,651,435
744,citibanamex,16/10/2020 16:23,"ContactoCitibmx Citibanamex horror de banca electrónica. Así, sin más, se desactiva el netkey, y su respuesta: ""Acuda a Sucursal"". 🤮",Twitter for Android,0,0,,,,07/10/2011 03:41,1778,240
745,citibanamex,16/10/2020 16:19,"Citibanamex hola, quiero saber si abre alguna sucursal los sábados aquí en la ciudad de puebla?",Twitter for Android,0,0,,,,04/02/2010 05:09,533,212
746,citibanamex,16/10/2020 16:19,"ContactoCitibmx  Citibanamex acabo de ver en la app móvil que mágicamente aparece una tarjeta perfil ejecutiva que yo no he solicitado y tampoco tengo el plástico, urge que la cancelen! En medio de la pandemia no puedo ir a una sucursal. Qué hago? Ayuda!!!!",Twitter for iPhone,0,0,,,,29/10/2010 18:40,1607,322
747,citibanamex,16/10/2020 16:18,"danielreynier ContactoCitibmx Citibanamex Si, tendré que ir de nuevo. 🤦🏽‍♀️",Twitter for iPhone,0,0,,,,23/07/2010 18:43,147,154
750,citibanamex,16/10/2020 16:13,Alguien de Citibanamex que pueda resolver algo que en mi sucursal me tienen mes y medio esperando😡 banamexresponde,Twitter Web App,0,0,,,,11/05/2009 02:35,511,369
751,citibanamex,16/10/2020 16:07,"Lenia Ruvalcaba, una mujer destacada que tiene una medalla paralímpica en judo.  Lee la entrevista que le hicimos a esta medallista mexicana en nuestro nuevo sitio CapitalyEstilo",Twitter for Advertisers,0,5,,,,24/11/2009 21:17,15,398943
752,citibanamex,16/10/2020 16:07,Resumen de divisas  Hoy 16 de octubre de 2020 Fuente. Citibanamex  Dólar interbancario: Compra $20.57 / Venta $21.58 Euro: Compra $24.80 / Venta $24.82 Libra: Compra: $27.37 / Venta: $27.38 Yen: Compra: $0.20  / Venta: $0.20 https://t.co/9uYTeCjkc0,Twitter Web App,0,0,,,,06/04/2010 18:18,1183,3361
754,citibanamex,16/10/2020 16:02,"annegaytan Yo te amo por ser Latrice, Doctora, asesora citibanamex, asesora médica, Chucky, Saw, Lady Covid y Anne Gaytan a la vez HAHHAHAHAAHHAHAAHHAHA Mana pásala bien bonito ciela.... se que seras muy feliz hoy! 😌",Twitter for Android,0,5,,,,08/11/2009 22:39,3580,3916
755,citibanamex,16/10/2020 16:00,"DaayanTamayo ContactoCitibmx Citibanamex Si lo solucione ya pero tuve que ir a una sucursal, Justo lo que no quería, creo que tendrás que hacer lo mismo",Twitter for iPhone,0,0,,,,10/07/2010 05:02,981,1200
757,citibanamex,16/10/2020 16:00,"¡Atención maestros! Ingresa aquí https://t.co/Vh69fJgSHM y encuentra las películas ""La patrulla de Zula, aventuras en el tiempo"" y ""Supervolcanes"" y vive la ExperienciaPAPALOTE como si estuvieras en el domodigital Citibanamex. ¡No te las pierdas! https://t.co/3gF0pQrLmM",TweetDeck,0,0,,,,29/12/2010 02:52,391,2255
758,citibanamex,16/10/2020 16:00,"¡Atención maestros! Ingresa aquí https://t.co/cx9YpiFRpO y encuentra las películas ""La patrulla de Zula, aventuras en el tiempo"" y ""Supervolcanes"" y vive la ExperienciaPAPALOTE como si estuvieras en el domodigital Citibanamex. ¡No te las pierdas! https://t.co/xN6Y0gI4zZ",TweetDeck,0,0,,,,29/03/2016 01:04,296,1194
759,citibanamex,16/10/2020 15:59,"Soyfurrr Tengo experiencias de la verga con Citibanamex y sus practicajas, Bancomer me ha funcionado muy bien",Twitter for Android,0,2,,,,07/11/2009 00:44,275,448
760,citibanamex,16/10/2020 15:56,CondusefMX Hacienda_Mexico ContactoCitibmx Citibanamex Ayuda!!!!!!!!!,Twitter for Android,0,0,,,,18/12/2019 21:45,80,11
761,citibanamex,16/10/2020 15:54,"Soyfurrr Citibanamex su banca es súper fácil, súper bien, tienes promos todo el tiempo su anualidad es una broma y no me cobran manejo de cuenta mensual",Twitter for iPhone,0,17,,,,01/12/2012 18:57,2441,1133
762,citibanamex,16/10/2020 15:54,Soyfurrr Citibanamex si eres de hacer compras en línea,Twitter for iPhone,0,0,,,,03/03/2014 05:07,860,120
763,citibanamex,16/10/2020 15:53,"CiroGomezL ImagenTVMex Ciro, son los mismos empleados de los bancos, q están coludidos con los estafadores, q han sido o siguen siendo empleados del banco, ya que tienen todo el entrenamiento y hablan empleando los mismos términos. Te vacían la cuenta. El banco se lava las manos. El peor: Citibanamex",Twitter for iPad,0,2,,,,04/08/2012 23:11,1020,402
764,citibanamex,16/10/2020 15:50,"Nicolasazuara3 Citibanamex bbva Ya se, creo que si me cambiare 😔",Twitter for iPhone,0,0,,,,21/03/2011 01:33,430,670
765,citibanamex,16/10/2020 15:50,"AndyGausinn Para nosotros es un gusto poder ayudarte, gracias por contactarnos. En Citibanamex lo más importante eres tú. -MR",Sprinklr,0,0,,,,28/07/2009 21:15,74596,161711
766,citibanamex,16/10/2020 15:46,"📢 ¡Ya está aquí la fase 2! ¡Ya está aquí la fase 2! Da clic aquí: https://t.co/2XDBMRwueI, selecciona tus accesos y listo a disfrutar TOCTOC Streaming.   Citibanamex ExperienciasCitibanamex https://t.co/opyZ8T3fHs",Twitter Web App,1,0,,,,01/09/2016 22:18,2503,1792
767,citibanamex,16/10/2020 15:45,Citibanamex ¿Me pueden ayudar? Llevo días hablando por teléfono y escribiendo y nadie me asesora,Twitter for Android,0,0,,,,06/06/2010 04:15,1296,230
768,citibanamex,16/10/2020 15:44,LuisaPardio Citibanamex bbva es el mejor no te compliques !,Twitter for iPhone,0,1,,,,11/09/2012 17:32,239,95
769,citibanamex,16/10/2020 15:41,"MarthaFigueroax Citibanamex Banamex es una porquería, mejor cámbiate de banco",Twitter for iPhone,0,0,,,,19/07/2010 15:32,41,16
770,citibanamex,16/10/2020 15:40,Qué pedo con Citibanamex y su pésimo servicio a cliente?? 😡,Twitter for iPhone,0,0,,,,21/06/2011 19:28,533,897
771,citibanamex,16/10/2020 15:40,Citibanamex Como chingan con tanta basura que mandan a los correos y llamadas. Muertos de hambre.,Twitter Web App,0,0,,,,21/01/2018 00:54,39,25
772,citibanamex,16/10/2020 15:36,"SantanderMx  Pésimo servicio en tiempos de COVID19 y Te atreves a poner ""Sonrie"" afuera de la sucursal que cinismo. Te supera por mucho pero por mucho Citibanamex y BBVA_Mex https://t.co/5ob6AgL0jn",Twitter for Android,0,0,,,,11/02/2010 16:10,10974,11470
773,citibanamex,16/10/2020 15:36,Pinche Citibanamex no sirven para nada tus asesores telefónicos. 😡,Twitter for iPhone,0,3,,,,21/03/2011 01:33,430,670
774,citibanamex,16/10/2020 15:31,Citibanamex fallas en mi app!!!!!!!!!!!!!! siempre,Twitter Web App,0,0,,,,22/03/2015 14:30,148,72
776,citibanamex,16/10/2020 15:20,"Cuando menos sientes, tú ingresas tu info y de un segundo a otro desaparecen 150 mil pesos de tu tarjeta, junto con la página... pues así le paso, idéntico a mi mamá desde hace 1 año y sigue sin recibir lo que le robaron... Citibanamex",Twitter for iPhone,0,0,,,,20/01/2010 01:25,234,1219
778,citibanamex,16/10/2020 15:19,"danielreynier ContactoCitibmx Lo pudiste solucionar? Yo estoy batallando por lo mismo, pero aparte me da iniciales diferentes cada que quiero acceder 🤯 ContactoCitibmx   Citibanamex Hay algún problema con la app, y yo ahorita no me encuentro en la ciudad, ni como bloquearla 😭 https://t.co/viCSLgcd9f",Twitter for iPhone,0,0,,,,23/07/2010 18:43,147,154
779,citibanamex,16/10/2020 15:17,"Que asco de banco, ninguna puta llamada me puede resolver Citibanamex",Twitter Web App,0,0,,,,16/10/2009 21:59,609,679
782,citibanamex,16/10/2020 15:07,techsantos A a llegar con Citibanamex pronto,Twitter for iPhone,0,1,,,,18/05/2009 22:52,1439,822
783,citibanamex,16/10/2020 15:01,mariaLch16 Citibanamex Y en eso que no manejas American Express,Twitter for Android,0,0,,,,15/07/2019 18:09,574,455
784,citibanamex,16/10/2020 15:01,"Si 100 años vivo, 100 años CHINGAS A TU MADRE BANAMEX.  El peor servicio de cajeros sin lugar a duda Citibanamex",Twitter for Android,0,0,,,,05/05/2014 22:32,528,218
786,citibanamex,16/10/2020 15:00,Citibanamex es una porquería de servicio al cliente no es fácil hablar con una persona. Llevo 1:30hr tratando de resolver un problema y nomás es imposible,Twitter for iPhone,0,0,,,,24/11/2018 23:55,2384,2217
787,citibanamex,16/10/2020 15:00,"📢 Participa en 1 de los 4 retos del IdeathonCitibanamex y gana $50,000 pesos y un programa de pre-aceleración para las ideas más innovadoras que reactiven al país. Únete con tu equipo o de manera individual y te asignaremos a un grupo.",Twitter for Advertisers,0,6,,,,24/11/2009 21:17,15,398943
788,citibanamex,16/10/2020 14:56,Citibanamex buen día! Teléfono de contacto para ver cargos que no reconozco?,Twitter for iPhone,0,0,,,,18/11/2010 18:47,384,364
790,citibanamex,16/10/2020 14:46,"El dólar se vende a 21.60 pesos en Citibanamex, 10 centavos menos que el cierre previo, entre mercados que evalúan indicadores de ventas y producción industrial de EU RegístrateGratis https://t.co/Nwolhq579q",GR_Feed,0,3,,,,20/04/2009 16:46,1667,153848
791,citibanamex,16/10/2020 14:24,"Hoy coincidí en la misma fila  de Citibanamex con cinco personas que tenían el mismo problema: cargos incorrectos y cancelación de tarjeta. Si la estadística es correcta, el problema no es del usuario.",Twitter for Android,2,0,,,,16/04/2016 16:01,270,165
792,citibanamex,16/10/2020 14:17,"Tengo desde el lunes llamando a Citibanamex y no solucionan absolutamente nada, ni en app, ni en llamada, ni en banco.",Twitter for iPhone,0,0,,,,20/04/2010 06:33,637,276
793,citibanamex,16/10/2020 14:16,"Es una mamada Citibanamex  te venden sacar una tarjeta que se va directos a meses y resulta que no q tienes que llamar y no contestan porque ni siquiera te dan la opción y en banco te dicen q tienes q llamar, es un asco no crean en sus créditos!!!",Twitter for iPhone,0,0,,,,20/04/2010 06:33,637,276
794,citibanamex,16/10/2020 14:13,"Citibanamex Buenas tardes. ¿Es posible transferir fondos de mi cuenta en MX a un banco de Canadá? Me refiero desde Bancanet, o en su caso ¿cuál sería la mejor opción? Gracias.",Twitter for iPhone,0,0,,,,26/02/2020 20:19,33,0
795,citibanamex,16/10/2020 14:12,Hoy está ayudándole un empleado a resolver un tema con Citibanamex y los asesores son un poco rudos con la gente que no sabe expresarse de manera fluida.,Twitter for iPhone,0,0,,,,03/11/2010 22:33,227,217
797,citibanamex,16/10/2020 13:56,"La EducaciónFinanciera inicia desde temprana edad y en el hogar, por ello Citibanamex te invita a tomar el curso en línea ""Enséñale a tu hijo a ser millonario"", hoy a las 16 horas por la plataforma Zoom.  Finanzas911 https://t.co/GQQorZRLT3",Twitter for iPhone,4,0,,,,26/06/2012 01:44,665,141
798,citibanamex,16/10/2020 13:32,"Te presentamos la cartelera del Autocinema Citibanamex del 16 al 18 de octubre. Tú, esa persona, Autocinema Citibanamex, ¡piénsalo! CadaPasoCuenta",Twitter for Android,15,0,,,,07/10/2020 18:46,137,8
799,citibanamex,16/10/2020 13:29,¡Del 15 al 19 de octubre llega la Gran Expo Feria del Colchón a todas nuestras sucursales! Visítanos y aprovecha toda la tienda con Precios Directos de Fábrica. 📦 Además hasta 18 MSI con Citibanamex + Envío Gratis.   Liga: https://t.co/ID8kuvmIFN https://t.co/Sru8cnsEZx,Hootsuite Inc.,0,0,,,,05/11/2012 17:28,332,14944
800,citibanamex,16/10/2020 13:29,CondusefMX Profeco pueden ayudarme a resolver un problema con Citibanamex por favor. Me hace retiros con mis transferencias justificando que es dinero que se le debía a ellos o algún pago pendiente. Me pueden ayudar por favor Profeco CondusefMX,Twitter for Android,0,0,,,,11/03/2011 17:17,457,75
802,citibanamex,16/10/2020 12:20,"MoraJohan7 AgusGnds ElBicho007 miseleccionmx Citibanamex Imagínate lo desfachados que son los mexinarcoa que hasta tuvieron que robarle a Panamá una final,😁😁😁😁 y no me vayas a salir diciendo que Panamá es la Alemania de la Concacaf porque así son ustedes se inventan lo que sea para justificar su mediocridad",Twitter for Android,0,0,,,,10/09/2020 11:45,3,0
